SEGMENTO,CIUDAD,UID,CANCEL_PREV,PESO,USD_SUBTOTAL,DESCUENTOS,CORTESIA,FALTANTES,PQRs,DEMORA,VOLVIO
Comercio,CMX,0WhttOvWDmOTtU9UtPZ9iO5PyBq2,0,10.5,22.37,0,0,0,0,8,0
Restaurante,BOG,0X1IbZreGWRrn6QEtU5SQV124xu1,0,19.2,14.14,0,0,0,0,7,1
Comercio,BAQ,0XL9SocT7gbAJtkzki2FJWK5Fuq2,0,31.5,19.58,1,0,0,0,4,1
Comercio,BOG,0XLBPcV23RY6RJjjjZ9iaEBAPn93,0,59.4,41.7,0,0,0,0,7,1
Comercio,BOG,0XVJtf8NtvYn1f8HyBTwMCSem2j1,0,7.0,23.53,0,0,0,0,3,1
Restaurante,BOG,0XWV0Hpz6KfOpjGaBrALQnXMBlx2,0,2.0,35.31,0,0,0,0,5,1
Restaurante,BOG,0Xy9FZcS3zcWpzG0k40Eo9CzNiA3,0,8.0,18.59,0,1,0,0,5,1
Hogar,BOG,0YARSHAerUYaVySXePtAa1rMIPl1,0,6.0,18.85,0,0,0,0,5,1
Comercio,CMX,0YQL8KCvvKMQtHKgraGimZ7T8fR2,0,35.75,28.07,0,0,0,0,5,1
Hogar,BOG,0YX0gm7VNBgBmJiKn6Pa9kHNeq42,0,75.6,31.9,0,0,0,0,6,1
Hogar,BOG,0YZQlssJP4eoW9hWRUrnG1GH1Yi1,0,41.0,41.68,0,0,2,0,3,1
Hogar,BOG,0YhkGdatqsVLbb1N0PW5JdDOa5S2,0,40.7,27.27,0,0,0,0,13,0
Hogar,BOG,0YiVcD96YYM0H0NmOE49hLdDWOg1,0,7.0,15.73,0,0,0,0,6,1
Restaurante,BOG,0ZBFWgy9DkN03cwNphhu4UQKXlk2,0,11.0,15.16,0,0,0,0,5,1
Comercio,CMX,0ZGpJdtjEsUvZm0oTgNPtUIDNFu1,0,2.0,28.78,0,0,0,0,5,0
Restaurante,BOG,0ZO4ztoDQzNtDD7OYYfAWLXtvRW2,0,70.2,32.95,0,0,0,0,8,1
Hogar,BAQ,0ZPDtgiFWfWyLXA3FLDAZvg6Q9w2,0,47.4,41.54,0,0,1,0,5,1
Hogar,BOG,0ZQNoZwvFfgPcWupsJuvjf0V5t23,0,34.0,29.97,0,0,0,0,7,1
Institución,CMX,0ZaP4Fml6HS2m70bynY5pStMvE62,0,20.2,24.27,0,0,0,0,7,1
Comercio,BOG,0ZtjeY1JPYTrJarQWUVQbN4TFG53,0,7.4,26.59,0,0,0,0,11,1
Hogar,BOG,0ZtsKkysoEekAR2meas75sa2fLj1,0,72.5,59.59,0,0,0,0,8,1
Restaurante,BOG,0a1vymchKgQLkXIqFUpu4u9kHnn1,0,87.5,48.52,0,0,0,0,4,1
Hogar,BOG,0a2rDVkTQmfq6dYRFoGkfhYKPCS2,0,50.1,40.71,0,0,2,0,8,1
Hogar,BOG,0aAdY6ZmsAdB0612RaHrsZnKwMI3,0,132.5,87.02,0,0,0,0,12,1
Restaurante,CMX,0aQmn1QETyWCsM1ly7PRspZb6Xl1,0,4.5,3.7,0,1,0,0,8,1
Comercio,CMX,0aUrOyWJ6eZgfckMMJcNUO4wMSl1,0,10.0,30.11,0,0,0,0,8,1
Hogar,BOG,0aVVchSuzLU1WrIInHPkyWP2oHz2,0,38.5,42.68,0,0,3,0,3,1
Restaurante,BOG,0aY0DvbWOwVFveUngg2rTdYLoQm1,0,31.3,16.04,0,1,0,0,7,1
Comercio,CMX,0aY4t0rxEEbAh0HmxLns68KflM03,0,27.2,66.24,0,0,1,0,8,0
Comercio,BOG,0aYkLa8f24WLE2ghqxADEcjTdSs2,0,133.1,114.93,0,1,0,0,7,1
Hogar,BOG,0ar8MsiifkSGL81BubE80x9Pi0m1,0,19.8,17.44,0,0,0,0,11,1
Hogar,BOG,0awL6IrJh8bp59UokxCsjrKk57C2,0,3.0,4.85,0,0,0,0,4,1
Hogar,BOG,0b1HcstxPJR7Y12d6lUjzuQ3nls2,0,55.5,51.28,0,0,0,0,6,1
Hogar,BOG,0b1QrvlurkdcXFqrAaRdcSMu3Sw1,0,8.4,26.7,0,0,0,0,5,1
Hogar,BOG,0b7DYakJq5WUfZ2PHAgNipmkX4l1,0,22.5,17.95,0,0,0,0,10,1
Comercio,BOG,0bG4wvZMMDZqGDIuI47laNafM8x2,0,12.0,32.81,0,0,0,0,6,1
Restaurante,BOG,0bteVsKgYbUq3uUfTffZyqa0I3g2,0,173.1,82.49,0,0,3,0,6,1
Hogar,BOG,0bz3kcvvRigtLRbF3WrjSdBKASx1,0,9.0,14.97,0,0,0,0,10,1
Comercio,CMX,0c3ewVhQRaTlhdpq3VZN0sla9Gq1,0,19.0,26.28,0,0,0,0,7,0
Hogar,BOG,0cOkuN73LlfwzTZSgTnLMhlXDFo1,0,35.35,23.81,0,0,0,0,6,0
Hogar,BOG,0cUvChv5TYPSumiIjMCnnpLsUMZ2,0,90.6,63.05,0,0,1,1,6,1
Comercio,CMX,0cjaHWfEtBP9qs7AOFdb4Ft5hqZ2,0,1.0,22.17,0,0,0,1,8,0
Comercio,CMX,0ctJaFTttFfKgeHWj3ChAyLMiJK2,0,3.0,26.97,0,0,0,0,5,1
Institución,BOG,0czHpE7ZUTe5ltvjeqdqyYkNpwe2,0,56.8,64.31,0,0,1,0,6,1
Hogar,BOG,0dCIaxQpnpWr1Qyu0jJHtwdVB5t2,0,9.0,17.99,0,1,0,0,9,1
Restaurante,CMX,0dLgfgdeFyfT1JHuQ4nNAde6J8q2,0,31.0,24.21,0,0,0,0,7,1
Comercio,BOG,0dXmZAbGhVRqPGkE6WEuHoRp0y32,0,35.0,29.7,0,0,0,1,5,0
Hogar,BOG,0drTFezQDhc3LcWMFx3ZwED39xC3,0,27.8,27.74,0,0,0,0,13,1
Comercio,CMX,0e1cmxVFQigXGZ05RPKtsEMM8x22,0,11.0,22.17,0,0,0,0,4,1
Restaurante,CMX,0e2E6JeN9Me2GTpzrMObDUSWzwi2,0,15.8,10.8,0,0,0,0,6,0
Comercio,BOG,0eJCl9Ee0xWSYOAOQeI9kL7MTLY2,0,20.8,13.9,0,0,0,0,7,1
Hogar,BOG,0eLIT9t5YLe6qlvlTTXfUtIMHE23,0,44.3,35.23,0,0,0,0,9,1
Restaurante,BOG,0eyT59MrVjYYmdqd4SFQegSt39G2,0,87.3,76.49,0,0,0,0,6,1
Restaurante,BOG,0f8pUVBZ2TWGvnus0Ol7QQDHH3O2,0,18.0,8.84,0,0,0,0,7,1
Restaurante,BOG,0fPf9za8kDhcW4qQsfx7jzz5n633,0,3.0,9.23,0,0,0,0,5,1
Restaurante,CMX,0fRdUrF5PigfaBhMS7YkZ3ospSG2,0,58.5,35.63,0,1,0,0,8,1
Comercio,CMX,0fbPBWnT5aMC0vO3FwNqb5G6QIR2,0,50.0,41.24,0,0,0,0,5,0
Hogar,BOG,0fnqZgmrX2MmWXJoUGaLFlz5Str1,0,29.81,27.93,0,0,0,0,5,1
Comercio,BOG,0fqgHvvUMSVz2sJhvI8jYNbF4Qe2,0,3.0,28.74,0,0,0,1,4,1
Restaurante,BOG,0fsTOKhH1WgoRHgM9NdBlDYEZv52,0,20.0,10.2,0,0,0,0,9,1
Restaurante,BAQ,0ftvUv49gZWNELAyKgVY5REllgw1,0,15.0,17.45,0,0,0,0,6,1
Restaurante,BOG,0g1QxIIhmzeL8B76YEPzq81c1b03,0,11.0,8.5,0,1,0,0,2,0
Hogar,BOG,0gAP34C3rEOzh8QuFHeQSN01kdg1,0,55.2,45.57,0,0,0,0,4,0
Restaurante,BOG,0gKUyuDi9KTM1kwUol6uJKyke4W2,0,3.0,9.75,0,1,0,0,4,1
Comercio,BAQ,0gLWOyG7sFSiokPA8GE3zGz3R683,0,27.0,29.33,1,0,0,0,5,1
Hogar,CMX,0gUvQQKMXvT5TCrRcb9mJ4gdeer1,0,28.05,22.74,0,0,0,0,6,1
Hogar,BOG,0gVWqvthBkful8eOMfcD90K0sOo1,0,52.2,57.83,0,0,1,0,4,1
Comercio,CMX,0goT2ndpPOMYw2bXVeJmtahVHzu1,0,33.0,25.23,0,0,0,0,5,1
Restaurante,BOG,0guo0WM7i1bC8CzbClpXAg1da9h2,0,30.0,59.49,0,1,0,0,6,1
Hogar,BOG,0gxbvy6fmrUGaUO5xH2rVIH2Foo2,0,49.9,49.48,0,0,0,0,7,1
Restaurante,BOG,0hGH6bEKdYUYnSlgiIXp2djf1rX2,0,29.0,33.25,0,1,0,0,9,1
Hogar,BOG,0hMVOoZZtbWuyTKbq64ttk32oTn1,0,48.0,37.27,0,0,0,0,13,1
Comercio,BAQ,0i3rZuk4MpOhxwqLj8uLGspLrlr2,0,65.0,17.44,0,1,0,0,5,1
Restaurante,BOG,0iXi159zB0fFtR0q44QKZGNAeCD3,0,3.0,9.66,0,1,0,0,6,1
Hogar,BOG,0iYr96SFW5Rn8hB7EVdMcTnFpGE3,0,60.9,43.12,0,0,1,0,9,0
Restaurante,BOG,0idAazSNCcNjJGtel6KFHG7gvOD2,0,6.0,52.67,0,0,0,0,6,0
Hogar,BOG,0inyPwlbYZNxpbXI7ZShghgxEGK2,0,47.6,85.12,0,0,0,0,9,0
Comercio,CMX,0ivwbukFibgcZ76uYyHTmxQp2sl1,0,27.0,23.41,0,0,0,0,7,1
Hogar,BOG,0izqEIIX1Lf7syZZKFBt47VlRbz2,0,47.7,32.14,0,0,0,0,4,1
Restaurante,BOG,0j21LCa32bNg5X5pXMJXv6igWH22,0,38.1,17.51,0,0,0,0,5,1
Comercio,BOG,0j37RFMdOsa1plZKt5hjpA00gGi2,0,31.0,27.62,0,0,0,0,6,1
Restaurante,BOG,0j3PLXz8CtURWEB5FbqZgFEBLzD3,0,3.0,4.32,0,1,0,0,4,1
Hogar,BOG,0j3envNoS6OsUOPRv7VW6LBx1FT2,0,8.4,29.97,0,0,0,0,9,0
Restaurante,CMX,0j7DpZb1sRP2Y2pKja92PLepVr42,0,22.0,35.52,0,0,0,0,6,1
Restaurante,CMX,0jENvbo8I1a62LpiUZVVP0ZBHn53,0,23.5,20.37,0,0,0,0,5,1
Comercio,BOG,0jSz1vdxDrVWpiJCTQrnpBkU0HS2,0,58.0,29.47,0,0,1,1,6,1
Hogar,BOG,0jcESLramqgSPo7N7fTVgLlGKy23,0,55.0,41.47,0,0,1,0,8,1
Restaurante,BOG,0jfaqJITmhMAK1AXm5R426lGNCw2,0,12.925,9.4,0,0,1,0,6,1
Líderes de Comunidad,BOG,0jkiimnDAlbW3wiwfGWW50gFhYV2,0,62.0,98.15,0,0,0,0,10,0
Hogar,BOG,0jngXSZIX0Ufa06a0JSHNszrL262,0,49.1,50.74,0,0,0,0,7,1
Restaurante,CMX,0k4T6y13NsOsZ6C2SDCvBwhB5E32,0,58.75,33.34,0,0,0,0,4,1
Hogar,BAQ,0k778cfroNZPPWeiUPi9AgnzgEG2,0,41.9,30.78,0,0,2,0,6,1
Hogar,BOG,0kGV77iafvdUvBbGWCoEz2I3lMn2,0,70.8,55.59,0,0,2,0,8,1
Hogar,BOG,0kGeHgGtyKdX5rBbRx9kGzWz9z63,0,18.5,15.75,0,0,0,0,4,1
Restaurante,BOG,0kHYqh7qVrN1RmmZqURJfbqYSVY2,0,3.0,5.95,0,1,0,0,9,1
Hogar,BOG,0kMHYctVufRPdi2flM0gchaiAw13,0,25.1,24.03,0,0,1,0,12,1
Comercio,BOG,0kXdA8MAPZQQDx3OkXpVQiEflLz2,0,18.6,14.96,0,1,0,0,8,1
Hogar,BOG,0l8uZkpzrGNlVsxeGvYRuw7Yv5t1,0,35.5,36.04,0,0,0,0,5,1
Comercio,CMX,0lVEFkir8ZeR9rvcoPrLiSbKE0D3,0,38.5,29.82,0,0,0,1,10,1
Restaurante,BOG,0lsvebmWH9PuX6zdfS7PUvDr7Da2,0,114.1,80.32,0,0,0,1,6,1
Hogar,BOG,0ltfJVLsp0NKYOkHlkvKBY8gyXE2,0,42.4,37.67,0,0,0,0,9,1
Comercio,CMX,0m7J1pcSuVarYnDBlWGlWDJa3lH2,0,21.2,24.73,0,0,0,0,7,0
Restaurante,BOG,0mVgi29ojhXThoLwtSSiN5Hwcf43,0,8.0,25.02,0,0,0,0,10,1
Hogar,CMX,0mYlwrc540UIGBHzUNJmQYW9xfI2,0,22.0,31.75,0,0,0,0,4,1
Hogar,BAQ,0mZB667wTHaNVSBB7mutqshU5Ct2,0,48.5,42.68,0,0,0,0,6,0
Hogar,BOG,0mc6wlMzijWMJsuqfU4vEcSLKon1,0,40.9,23.26,0,0,0,0,6,1
Restaurante,BOG,0mtZaYQ4f2hpVqJNCYhcOfqKs2o1,0,31.02,26.8,0,0,0,0,5,1
Hogar,BAQ,0nKMrVausidkvkDicOcEK6akaf23,0,16.7,25.05,0,0,0,0,2,1
Hogar,BOG,0nP4r5mreYdUzly89E1asQhQPjq1,0,22.0,17.57,0,0,0,0,4,1
Restaurante,CMX,0nboBV5bW1VBSPQIQsy1Qs49Hjh1,0,20.25,22.66,0,0,0,0,7,1
Restaurante,BAQ,0njkyfqFsFgu3GmEI87MShXPvg12,0,22.5,15.71,0,0,0,0,7,1
Hogar,BOG,0nvAG8ri8RedPJxdTWiIprEClRQ2,0,28.0,29.27,0,0,0,0,7,1
Hogar,BOG,0nvJ9qeAtNO8bbKYZNqls6YiS1D2,0,28.0,28.54,0,0,0,0,6,1
Hogar,BOG,0nzhMPm8fRMspqo9xqAFXkkjevw1,0,59.9,45.0,0,0,0,0,5,1
Comercio,CMX,0oBctOkrczXxYOet5dGCFiuWNi42,0,3.0,57.66,0,0,0,0,7,0
Hogar,BOG,0oL9P6M9cqZgFwCnJBBrFPtsGsW2,0,49.5,41.51,0,0,4,0,7,1
Comercio,BOG,0ofWR5KT1XPeovPKlZEmiD80VFO2,0,6.0,12.4,0,0,0,0,10,1
Comercio,BOG,0ovnZe5l7gf1NCNnbD581Ot5jAq1,0,35.5,19.24,0,0,0,0,5,0
Restaurante,BOG,0p1ZoOoYEqXKZtVn4KKHnPtRWGB3,0,80.4,53.41,0,0,0,0,8,1
Restaurante,CMX,0p22Wza3AgOpkg15q9Tv7QRZvm92,0,52.25,71.86,0,0,0,0,7,1
Hogar,BOG,0pIXXPHvpYbSQYzTE1tmhhKq02y2,0,28.06,30.88,0,0,0,0,9,1
Restaurante,CMX,0pJChsiKGzfUs84EJ2cfX0W6zn63,0,35.2,27.42,0,0,0,0,7,1
Comercio,BOG,0pKgyDgEoPOEB9s2E57BPegWvzB3,0,181.6,65.86,0,0,0,0,7,1
Comercio,BOG,0pPBe4Fuw3aZIQUED2ON7W7EtYX2,0,17.5,14.76,0,0,0,5,6,1
Comercio,CMX,0pR2C0dip7T2medwTNF3IMnKbnB3,0,2.0,37.53,0,0,0,0,5,0
Comercio,BOG,0pocHjvy0MeM3WnIkesspPZtBXX2,0,43.0,36.68,0,0,0,0,9,1
Hogar,BOG,0pu2dxJ3WPhkvTy3CMLdmUUqYV52,0,19.5,27.51,0,0,0,0,2,1
Restaurante,CMX,0puONez6uJhwuxF07KtCeL9oajd2,0,23.75,22.38,0,1,0,0,7,1
Restaurante,CMX,0pw4PwYAbsfGMaxz0DRY22lZRbC3,0,59.0,71.2,1,1,0,0,7,1
Hogar,CMX,0q1UTXXZr5MJR3dKh0fCzs0C8053,0,47.2,75.22,0,0,0,0,3,1
Restaurante,BOG,0q7wZFSaxwRM2v52DND2ks4JgO03,0,16.0,62.13,0,0,0,0,6,1
Comercio,CMX,0qP3zalDmKZHGhP8bYQCSDHJAq93,0,1.0,42.44,0,0,0,0,6,1
Hogar,BOG,0qShTah1CrOyuN2XcoWOa7EjRFz2,0,27.0,30.7,0,0,0,0,8,1
Comercio,BOG,0qafXmvP1OMoiPjRrveUk6sgkTh1,0,27.0,43.32,0,0,0,1,7,0
Hogar,BOG,0qkDhOgPfjbeXjchxVmDcVKWkSk1,0,35.7,36.61,0,0,1,2,6,1
Restaurante,BAQ,0quGPY6IvCSAdNjESRvD8kKSH0L2,0,59.5,66.58,0,0,0,0,8,0
Hogar,BOG,0r6Zj4mzqBNuxWsrbEVVZYfjx0E3,0,11.0,59.49,0,0,0,0,11,0
Restaurante,BOG,0rBRypq1RyeDL6fOqiLL6TTQ4w33,0,9.0,17.85,0,0,0,1,13,1
Líderes de Comunidad,BOG,0rLoJ2x7wzgodIdMoZqTUcIlpZc2,0,30.6,28.28,0,0,0,0,1,1
Comercio,BOG,0rozpJqjccSu0OQnUQ21wnktCAt2,0,82.0,67.48,0,0,0,0,6,0
Restaurante,BOG,0rssIQduz1hXmjk846Ij1k93w753,0,7.5,14.29,0,0,0,0,8,1
Comercio,BOG,0s9l6Ns1gvgAzywNPvSrCKwAs5n2,0,24.16,15.92,0,0,0,1,11,1
Restaurante,BOG,0sE5uFY8caWBaQOJ9TeoC9Bgh3X2,0,15.5,27.48,0,0,0,0,4,1
Restaurante,BOG,0sT9xA2ZtHg7O9uAxzHDwP7YDoF2,0,150.0,87.12,0,0,0,1,5,0
Hogar,BOG,0siXP5sh38NjOF9GtQBDlvQVxH13,0,6.0,10.02,0,0,0,0,8,1
Hogar,BOG,0svd8ZP6XndtDkp4Wq154Filvd73,0,23.7,25.65,0,0,0,0,10,1
Restaurante,BOG,0t1P9O0znaTLCWoN9Rutbb76UML2,0,59.45,63.22,0,1,0,0,6,1
Hogar,BAQ,0tZsnVYh1YMxmdooU7xuiFomyNw2,0,50.0,46.93,0,0,1,0,9,1
Restaurante,BOG,0tcdLW2t1MWfmFP4vIbyA0gThnH3,0,1.0,21.37,0,0,0,0,4,1
Comercio,BOG,0tl2y7ru0LQuGAFsZXbYvDKkK1g1,0,31.8,38.16,0,0,0,1,6,1
Restaurante,BOG,0tmIs0PwTTU1zKsFqNjD5VVvRGY2,0,1.0,22.45,0,0,0,0,7,1
Restaurante,BOG,0tsOIGdVYIhbDmNuTM7WqKZtnVo1,0,25.0,15.18,0,0,0,0,6,0
Hogar,BOG,0u0DRkTvVVd7d8aM7fzYbnI3G6W2,0,44.4,25.67,0,0,1,0,10,1
Hogar,BOG,0u9kB4YgFqh0jGiBUj7r5vjwgfo2,0,28.6,18.23,0,0,0,0,6,1
Hogar,BOG,0uBCyvtzrsPHLydV2ewt7THje873,0,14.5,10.54,0,0,0,0,10,1
Comercio,BAQ,0uCqv1Zy1HaJLHdZFW17gQzfc372,0,60.0,35.36,0,1,0,0,4,1
Comercio,BOG,0uCxCMmRv0WkiSlBtdgzfZ7uCLm2,0,3.0,35.48,0,0,0,1,11,0
Comercio,BAQ,0uEEH9BCtRgR9PQZpegbvDMT3603,0,95.0,37.83,0,1,0,0,7,1
Restaurante,BOG,0uIxhoOP0AOYfebzwAOXRACRik52,0,3.0,28.47,0,1,0,0,7,1
Comercio,BAQ,0uasutkQudSXikf2jX1PelLmqFv1,0,58.2,34.63,0,0,0,0,5,1
Comercio,BOG,0ugtS4OxhKVxhm9fai9dAwLVOS92,0,5.0,14.52,0,0,0,0,5,0
Hogar,BOG,0utE1eySrNf9AQcJeZMzbCUWZnR2,0,28.4,32.98,0,0,0,0,4,1
Restaurante,BAQ,0vD1Ie5ImjUdXUdOOUHQYdl3DRu2,0,45.0,31.29,0,1,0,0,7,1
Comercio,BAQ,0vJOae3Pk9e28HpVPZLKcp5Dt5m2,0,120.0,109.35,0,0,0,0,9,1
Hogar,BOG,0vLSsSyZghTowiU1aMJUrzNkzF92,0,19.27,14.22,0,0,0,0,3,1
Restaurante,CMX,0vOa543EPEXkRlpxtFML8X6GMzC2,0,79.0,56.67,0,0,0,0,6,1
Restaurante,CMX,0vPIc88K1bNUOlx9QCVfvz7D7zI2,0,27.0,22.62,0,0,0,0,7,1
Hogar,BOG,0vRGL8wqQ9aGB1QmYHlaL0veNwD2,0,23.3,28.2,0,0,0,0,5,1
Hogar,BOG,0vkpfGnaj2UHUd252HAy2OO8ATy2,0,56.1,50.54,0,0,0,0,8,1
Restaurante,BOG,0vlHmIpitaOeZ7YCCjaIqbmYroh1,0,53.2,34.64,0,0,0,1,13,1
Hogar,BOG,0vmx1kn4OgPvt1SPraV65jMpL7i2,0,43.3,41.54,0,0,0,0,7,1
Comercio,BAQ,0vnf7RQMbma2fJ2bCDO0fyoEPVU2,0,12.0,32.02,1,1,0,1,14,1
Restaurante,CMX,0vnnNI6xpbd1uPju3mN5fh4sBzS2,0,22.5,36.67,0,0,0,2,6,1
Hogar,BAQ,0w2cmH5PRGNyuCxiOZ58JCtlc7x2,0,30.7,19.4,0,0,0,0,9,0
Hogar,BOG,0wDy6enmA5bI1IJK3TxvkUOidIl1,0,19.0,49.48,0,1,0,0,5,1
Comercio,BOG,0wFXsLsEL9XjHHxzqL76UUqi60H3,0,30.2,18.16,0,1,0,0,7,1
Hogar,BOG,0wMRwwOY87cYiG7y2os6CkpO5gA3,0,42.71,35.58,0,0,0,0,5,1
Hogar,BOG,0wnOciuu5XQzoGISdbXVL6tAIXJ3,0,42.7,26.73,0,0,0,0,6,1
Restaurante,BOG,0wpraAhoFVXtZsV5CHbImfL5LQf2,0,6.0,10.32,0,1,0,0,6,1
Restaurante,BOG,0wz9JZp9xSddaogE7lVXGOKsOrS2,0,20.64,18.95,0,0,0,0,5,1
Restaurante,BOG,0x1KW0Lj5JZwEEvDHKOawARV6z32,0,171.11,116.95,0,0,0,0,4,1
Restaurante,BOG,0x2kLFdKVIVvzaqK3CibECe1tC03,0,9.0,14.64,0,1,0,1,4,1
Comercio,CMX,0xZDT8F6yegp3D2SvpWSnVSbtnJ2,0,8.0,20.0,0,0,0,0,9,0
Comercio,BOG,0xhLmd9ixgPdXKpmWHDPiyIcTUG2,0,12.0,14.47,0,0,0,0,6,0
Restaurante,BOG,0xhtrwj1I1YJ2PekoAU8R65GSVG2,0,41.2,32.15,0,1,0,0,9,1
Comercio,CMX,0xk4O6lKXERGp1epC4XG3n9RBJq1,0,4.0,24.83,0,0,0,0,8,0
Hogar,BOG,0xnr8e5weXYhtdtxSrK8oLCtR1A3,0,31.705,28.0,0,0,0,0,6,1
Comercio,BOG,0xrSg6RHfRMvQi8egohFAzFEwL62,0,10.0,123.9,0,0,0,0,8,0
Hogar,CMX,0xzXkmQ8w0OnN3IPVp5g6YCfJq93,0,27.25,28.64,0,0,0,2,5,1
Comercio,CMX,0yBAlX8xTxftulz4xBnYQognIhu1,0,14.0,128.39,0,0,1,0,4,1
Restaurante,BAQ,0yIxBKtmy4R8etc7QrMHxt4DM6O2,0,57.5,27.85,0,0,0,0,7,1
Restaurante,BAQ,0yTSJke5QIOp0QY6AgEilxHB9zj2,0,25.0,25.49,0,0,0,0,7,1
Restaurante,BOG,0ysTirUY9hc2JoZc8NDRLuvrByy2,0,12.0,5.3,0,0,0,0,8,1
Comercio,BOG,0yvK065zdWeKdFG7gLTt9bXV50z1,0,9.0,23.18,0,0,0,0,5,1
Comercio,BOG,0zIGJaGgbwfUopsG2BmHVBGKNen1,0,27.5,31.61,0,0,0,0,14,1
Hogar,BOG,0zIyHCPGRkgCHzneoWuLFT1KoXC3,0,3.0,7.75,0,0,0,0,8,1
Líderes de Comunidad,BOG,0zJ9lDHCxEbLdZtptvVaj54yNWy2,0,19.0,13.66,0,0,0,0,11,1
Hogar,BOG,0zKPYHx8SNXkWKNUhZ0hMqp6UjO2,0,29.2,30.5,0,0,0,0,7,0
Hogar,BOG,0zZjn0aT8ghxYkicZMz9S1z0eWa2,0,3.0,4.85,0,0,0,0,13,1
Restaurante,BOG,0zeDhvI62sUOdYUWs7wIRZBA8e43,0,5.6,6.85,0,1,0,0,5,1
Comercio,CMX,0zpMYJ1eAYbgC9p6T4UH4foqK2k1,0,7.0,177.05,0,0,0,1,6,1
Restaurante,CMX,0zsD5oyhSNWYGh4DQjTvd9vcvY32,0,14.0,30.36,0,0,0,0,4,0
Hogar,BOG,10004179,0,33.5,27.72,0,0,0,0,9,0
Restaurante,CMX,10004274,0,28.6,26.1,0,0,0,0,4,1
Comercio,BOG,10007091,0,122.0,80.95,0,0,0,2,9,1
Hogar,BOG,10007760,0,34.4,28.73,0,0,0,0,7,1
Restaurante,BOG,10008542,0,3.0,5.32,0,0,0,0,3,1
Restaurante,BOG,10008968,0,6.0,69.94,0,0,0,1,5,0
Hogar,BOG,10012506,0,35.5,23.84,0,0,0,0,5,0
Restaurante,BOG,10012579,0,2.0,23.27,0,0,0,1,8,0
Restaurante,BAQ,10016339,0,33.8,23.06,0,0,0,0,3,1
Restaurante,CMX,10019014,0,28.2,16.38,0,0,0,0,6,1
Restaurante,CMX,10019280,0,29.0,13.75,0,0,0,1,5,0
Hogar,BOG,10020170,0,26.0,19.76,0,0,0,0,6,0
Comercio,BAQ,100207,0,148.8,90.92,0,0,0,0,4,1
Hogar,BOG,10023403,0,35.9,27.88,0,0,0,0,5,0
Restaurante,BOG,10025336,0,29.6,18.75,0,0,0,0,7,1
Hogar,BOG,10026593,1,13.9,52.88,0,0,0,0,8,0
Comercio,BOG,10028650,0,41.0,15.73,0,0,0,0,11,1
Comercio,CMX,10029861,0,79.4,39.45,0,0,0,0,8,0
Restaurante,BOG,10032953,0,25.0,63.59,0,0,0,0,7,0
Restaurante,CMX,10033566,0,41.75,17.63,0,0,0,0,5,0
Comercio,BOG,10033871,0,31.5,18.48,0,0,0,0,11,0
Restaurante,BOG,10033913,0,54.0,32.56,0,0,0,0,8,1
Restaurante,CMX,10034089,1,35.4,23.12,0,0,0,0,6,1
Restaurante,BOG,10037474,0,1.0,11.09,0,0,0,0,5,0
Hogar,BOG,10038251,0,245.0,139.06,0,0,0,0,8,0
Restaurante,BOG,10038985,0,30.5,20.88,0,0,0,0,9,0
Hogar,BOG,10040523,0,61.7,39.68,0,0,0,0,7,0
Restaurante,CMX,10042308,0,30.9,21.93,0,0,0,3,7,1
Restaurante,CMX,10044131,0,71.0,28.38,0,0,0,1,7,0
Hogar,BAQ,10046810,0,26.9,51.34,0,0,1,1,9,1
Hogar,CMX,10047887,0,35.7,41.46,0,0,1,0,3,0
Restaurante,CMX,10047953,0,78.0,36.22,0,0,1,0,10,1
Restaurante,CMX,10047978,1,56.6,28.78,0,0,0,0,10,0
Restaurante,BOG,10048111,0,17.0,8.81,0,0,0,0,6,1
Restaurante,BOG,10048663,0,23.0,33.45,0,0,0,0,9,1
Restaurante,BOG,10048718,0,14.0,12.02,0,0,0,0,6,0
Hogar,BAQ,10050757,0,20.5,19.67,0,0,1,0,6,0
Restaurante,CMX,10050875,0,42.0,24.15,0,0,0,0,7,0
Hogar,BOG,10051723,0,4.9,7.16,0,0,0,0,7,1
Hogar,BOG,10052947,0,6.0,15.12,0,0,0,0,7,1
Restaurante,CMX,10053039,0,30.0,18.63,0,0,0,0,7,1
Restaurante,CMX,10053306,0,65.8,31.06,0,0,0,0,7,0
Hogar,BOG,100535,0,30.0,40.01,0,0,0,0,6,1
Hogar,BOG,10054264,0,87.5,61.87,0,0,0,1,7,1
Restaurante,CMX,10055085,0,31.9,21.91,0,0,0,0,5,1
Hogar,BOG,10055239,0,25.5,30.66,0,0,0,0,11,0
Restaurante,CMX,10056499,0,8.0,59.91,0,0,0,0,6,1
Restaurante,CMX,10056852,0,23.95,15.55,0,0,0,0,7,1
Restaurante,CMX,10057605,0,40.0,17.53,0,0,0,0,8,1
Restaurante,CMX,10062277,0,51.1,26.95,0,0,0,1,9,0
Hogar,BOG,10063213,0,35.5,30.79,0,0,0,0,7,0
Restaurante,CMX,10063413,0,41.2,27.85,0,0,0,0,7,0
Hogar,BAQ,10065036,0,19.3,10.8,0,0,0,0,6,0
Restaurante,BOG,10066144,0,1.5,12.24,0,0,0,0,9,1
Comercio,BAQ,10066638,0,56.3,31.46,0,0,0,0,8,1
Comercio,BOG,10070245,0,32.5,25.89,0,0,0,0,11,1
